"Gellish";"English";"Version:";"9.0";"25-okt-16";"Base Ontology";"Taxonomic Dictionary of Formal English: Upper ontology section (core)";;;;;;;;;;;;;;;;;;;;;;
0;69;54;71;16;5;43;44;2;101;1;60;3;45;15;201;65;4;66;7;14;50;68;8;67;9;10;12;13
477;910036;"English";193259;"ontology";491285;"statement";;2069;"conceptual possession of an aspect by an individual thing";1001045;1146;"is a kind of";;1231;"conceptual binary relation between things of specified kinds";"that specifies that a thing of a specified kind with a role as possessor can possess an aspect of a specified kind with a role as intrinsic or extrinsic aspect.";;;;;1045;"facts about conceptual relations";"accepted";;"28-dec-00";"5-nov-13";"Andries van Renssen";"ISO 16354:2013"
480;910036;"English";492014;"Gellish";491285;"statement";;2069;"can have as aspect a";1001046;6066;"is a base phrase for";;2069;"conceptual possession of an aspect by an individual thing";;;;;;1045;"facts about kinds of relations";"accepted";;"28-dec-00";"28-dec-00";"Andries van Renssen";"Andries van Renssen"
481;910036;"English";589830;"Gellish alternative";491285;"statement";;2069;"can have a";1004170;6066;"is a base phrase for";;2069;"conceptual possession of an aspect by an individual thing";;;;;;1045;"facts about kinds of relations";"accepted";;"6-okt-99";"9-mei-01";"Andries van Renssen";"Andries van Renssen"
482;910036;"English";492014;"Gellish";491285;"statement";;2069;"can be an aspect of a";1005059;1986;"is an inverse phrase for";;2069;"conceptual possession of an aspect by an individual thing";;;;;;1045;"facts about conceptual relations";"accepted";;"23-jun-00";"9-mei-01";"Andries van Renssen";"Rob Moonen"
483;910036;"English";589830;"Gellish alternative";491285;"statement";;2069;"conceptually has a";1006859;6066;"is a base phrase for";;2069;"conceptual possession of an aspect by an individual thing";;;;;;1045;"facts about kinds of relations";"accepted";;"28-dec-00";"28-dec-00";"Andries van Renssen";"Andries van Renssen"
486;910036;"English";193259;"ontology";491285;"statement";;2077;"conceptually played role";1001110;1146;"is a kind of";;4620;"conceptually possessed aspect";"that can possibly be a role played.";;;;;1049;"facts about concepts";"accepted";;"21-mrt-01";"8-mei-07";"Andries van Renssen";"Andries van Renssen"
487;910036;"English";193259;"ontology";491285;"statement";;2078;"conceptual player of a role";1001111;1146;"is a kind of";;4705;"conceptual possessor of an aspect";"that can possibly be played by a member of a subtype of individual thing.";;;;;1045;"facts about conceptual relations";"accepted";;"21-mrt-01";"8-mei-07";"Andries van Renssen";"Andries van Renssen"
18;910036;"English";193259;"ontology";491285;"statement";;2845;"abstract object";1001057;1146;"is a kind of";;4990;"concept";"that is a product of a mind.";;;;;1049;"facts about concepts";"accepted";;"15-mrt-01";"15-mrt-01";"Roel Murris";"Roel Murris"
19;910036;"English";193259;"ontology";491285;"statement";;2845;"abstract thing";1001058;1981;"is a synonym of";;2845;"abstract object";;;;;;1049;"facts about concepts";"accepted";;"15-mrt-01";"15-mrt-01";"Roel Murris";"Roel Murris"
20;910036;"English";193259;"ontology";491285;"statement";;2845;"abstraction";1001059;1981;"is a synonym of";;2845;"abstract object";;;;;;1049;"facts about concepts";"accepted";;"15-mrt-01";"15-mrt-01";"Roel Murris";"Roel Murris"
216;910036;"English";193259;"ontology";491285;"statement";1,1;2846;"collection relation";1006701;5944;"has by definition as first role a";1,1;2856;"collected";;;;;;1045;"facts about conceptual relations";"accepted";;"4-jun-02";"4-jun-02";"Andries van Renssen";"Andries van Renssen"
217;910036;"English";193259;"ontology";491285;"statement";1,1;2846;"collection relation";1006702;5945;"has by definition as second role a";1,1;4807;"collecting plurality";;;;;;1045;"facts about conceptual relations";"accepted";;"4-jun-02";"4-jun-02";"Andries van Renssen";"Andries van Renssen"
215;910036;"English";193259;"ontology";491285;"statement";;2846;"collection relation";1001060;1146;"is a kind of";;5322;"relation between a single thing and a plural object";"that indicates that the collected object is element of the collection of objects, under the constraint that the element may not be the same object as the plural object. In other words a collection cannot be an element of itself.";"is a relation between a single thing and a plural object that indicates that the collected object is element of the collection of objects, under the constraint that the element may not be the same object as the plural object. In other words a collection cannot be an element of itself.";;;;1045;"facts about conceptual relations";"accepted";;"15-mrt-01";"14-dec-04";"Andries van Renssen";"Roel Murris"
218;910036;"English";492014;"Gellish";491285;"statement";;2846;"is a collection for";1001062;1986;"is an inverse phrase for";;2846;"collection relation";;;;;;1045;"facts about conceptual relations";"accepted";;"15-mrt-01";"14-dec-04";"Andries van Renssen";"Roel Murris"
219;910036;"English";492014;"Gellish";491285;"statement";;2846;"is collected in";1006208;6066;"is a base phrase for";;2846;"collection relation";;;;;;1045;"facts about kinds of relations";"accepted";;"15-mrt-01";"14-dec-04";"Andries van Renssen";"Roel Murris"
27;910036;"English";193259;"ontology";491285;"statement";;2849;"plural object";1001070;1146;"is a kind of";;4990;"concept";"which members have a plurality that is not by definition one. Typically the plurality of the members is bigger than one. It is a number of things. Those things may be individual things, kinds of things";"is a concept which members have a plurality that is not by definition one. Typically the plurality of the members is bigger than one. It is a number of things. Those things may be individual things, kinds of things, relations or combinations of them.";;;;1049;"facts about concepts";"accepted";;"15-mrt-01";"5-feb-03";"Andries van Renssen";"Andries van Renssen"
28;910036;"English";193259;"ontology";491285;"statement";;2849;"set";1001071;1981;"is a synonym of";;2849;"plural object";;;;;;1049;"facts about concepts";"accepted";;"15-mrt-01";"15-mrt-01";"Andries van Renssen";"Andries van Renssen"
29;910036;"English";193259;"ontology";491285;"statement";;2849;"plural thing";1001072;1981;"is a synonym of";;2849;"plural object";;;;;;1049;"facts about concepts";"accepted";;"15-mrt-01";"15-mrt-01";"Andries van Renssen";"Andries van Renssen"
30;910036;"English";193259;"ontology";491285;"statement";;2849;"collection";1008976;1981;"is a synonym of";;2849;"plural object";;;;;;1049;"facts about concepts";"accepted";;"14-feb-05";"14-feb-05";"Andries van Renssen";"Andries van Renssen"
31;910036;"English";193259;"ontology";491285;"statement";;2849;"group";1026627;1981;"is a synonym of";;2849;"plural object";;;;;;1049;"facts about concepts";"accepted";;"19-okt-09";"19-okt-09";"Andries van Renssen";"Andries van Renssen"
83;910036;"English";193259;"ontology";491285;"statement";1,1;2850;"relation";1027927;5944;"has by definition as first role a";1,1;5954;"first role in a relation";;;;;;1045;"facts about conceptual relations";"accepted";;"6-aug-13";"6-aug-13";"Andries van Renssen";"Andries van Renssen"
84;910036;"English";193259;"ontology";491285;"statement";1,1;2850;"relation";1027928;5945;"has by definition as second role a";1,1;5955;"second role in a relation";;;;;;1045;"facts about conceptual relations";"accepted";;"6-aug-13";"6-aug-13";"Andries van Renssen";"Andries van Renssen"
80;910036;"English";193259;"ontology";491285;"statement";;2850;"relation";1001074;1146;"is a kind of";;2852;"single object";"that indicates that a number of things have something to do with each other, whereas each related thing plays its own role in the relation. It is an expression of a single idea or fact. If one of the related things is a plurality";"is a single object that indicates that a number of things have something to do with each other, whereas each related thing plays its own role in the relation. It is an expression of a single idea or fact. If one of the related things is a plurality, then the relation implies multiple partial relations.";;;;1049;"facts about concepts";"accepted";;"15-mrt-01";"15-mrt-01";"Roel Murris";"Roel Murris"
81;910036;"English";193259;"ontology";491285;"statement";;2850;"relationship";1006688;1981;"is a synonym of";;2850;"relation";;;;;;1045;"facts about kinds of relations";"accepted";;"29-mei-02";"29-mei-02";"Andries van Renssen";"Epistle modelling team"
33;910036;"English";193259;"ontology";491285;"statement";;2852;"single object";1001079;1146;"is a kind of";;4990;"concept";"that has a count of one.";;;;;1049;"facts about concepts";"accepted";;"15-mrt-01";"2-jun-03";"Andries van Renssen";"Andries van Renssen"
34;910036;"English";193259;"ontology";491285;"statement";;2852;"single thing";1001078;1981;"is a synonym of";;2852;"single object";;;;;;1049;"facts about concepts";"accepted";;"15-mrt-01";"15-mrt-01";"Andries van Renssen";"Andries van Renssen"
7;910036;"English";193259;"ontology";491285;"statement";0,1;2856;"collected";1006704;5343;"is by definition a role of a";1,1;730000;"anything";;;;;;1051;"facts about kinds of roles in relations";"accepted";;"11-mrt-99";"9-okt-01";"Rob Moonen";"ISO 10303-221:2002"
488;910036;"English";193259;"ontology";491285;"statement";;2856;"collected";1001082;1146;"is a kind of";;5323;"single relator";"as element in a collection.";;;;;1049;"facts about concepts";"accepted";;"15-mrt-01";"15-mrt-01";"Andries van Renssen";"Andries van Renssen"
199;910036;"English";193259;"ontology";491285;"statement";;3815;"classified kind";1002687;1146;"is a kind of";;5260;"narrower concept";"that indicates the concept that classified as being a kind.";;;;;1049;"facts about concepts";"accepted";;"11-mrt-99";"13-nov-13";"Andries van Renssen";"ISO 10303-221:2002"
21;910036;"English";193259;"ontology";491285;"statement";0,1;3816;"classifier for a kind";1001198;5343;"is by definition a role of a";1,1;2845;"abstract object";;;;;;1051;"facts about kinds of roles in relations";"accepted";;"11-mrt-99";"15-feb-11";"Andries van Renssen";"ISO 10303-221:2002"
200;910036;"English";193259;"ontology";491285;"statement";;3816;"classifier for a kind";1002688;1146;"is a kind of";;5261;"wider concept";"that indicates the concept that classifies a kind.";;;;;1049;"facts about concepts";"accepted";;"11-mrt-99";"13-nov-13";"Andries van Renssen";"ISO 10303-221:2002"
169;910036;"English";193259;"ontology";491285;"statement";;3817;"superclass";1001083;1981;"is a synonym of";;3817;"supertype";;;;;;1049;"facts about concepts";"accepted";;"17-mrt-01";"17-mrt-01";"Andries van Renssen";"Andries van Renssen"
170;910036;"English";193259;"ontology";491285;"statement";;3817;"supertype";1002689;1146;"is a kind of";;5261;"wider concept";"that indicates the kind that is broader and has less constrained criteria for membership than the subtype.";;;;;1049;"facts about concepts";"accepted";;"11-mrt-99";"17-mei-04";"Andries van Renssen";"ISO 10303-221:2002"
171;910036;"English";193259;"ontology";491285;"statement";;3818;"subclass";1001084;1981;"is a synonym of";;3818;"subtype";;;;;;1049;"facts about concepts";"accepted";;"17-mrt-01";"17-mrt-01";"Andries van Renssen";"Andries van Renssen"
172;910036;"English";193259;"ontology";491285;"statement";;3818;"subtype";1002690;1146;"is a kind of";;5260;"narrower concept";"that indicates the class that is narrower and has more constraining criteria for membership than the superclass.";;;;;1049;"facts about concepts";"accepted";;"11-mrt-99";"17-mei-04";"Andries van Renssen";"ISO 10303-221:2002"
173;910036;"English";193707;"engineering";491285;"statement";;3818;"type";1009580;1981;"is a synonym of";;3818;"subtype";;;;;;1049;"facts about concepts";"accepted";;"21-nov-05";"12-nov-05";"Andries van Renssen";"Andries van Renssen"
49;910036;"English";193259;"ontology";491285;"statement";0,1;3821;"classified individual thing";1001423;5343;"is by definition a role of a";1,1;730067;"individual thing";;;;;;1051;"facts about kinds of roles in relations";"accepted";;"11-mrt-99";"31-mrt-99";"ISO 10303-221 modelling team";"ISO 10303-221:2002"
